"","Title","Author","Format","Starts","Price","ISBN","Category","publishedDate","categories","pageCount"
"16429","The Moaning of Life","Karl Pilkington","Paperback",4,"9.91",9781782111542,"Humour","2014-06-05","English wit and humor",0
"16430","Urban Dictionary","Urbandictionary.com","Paperback",3.5,"9.45",9781449409906,"Humour","2012-04-24","Humor",274
"16431","The United States Of Absurdity","Dave Anthony","Hardback",4,"12.7",9780399578755,"Humour",NA,NA,NA
"16432","Introvert Doodles","Maureen Marzi Wilson","Hardback",4,"10.45",9781507200018,"Humour","2016-12-02","Humor",0
"16433","The Further Adventures of An Idiot Abroad","Karl Pilkington","Paperback",4,"9.21",9780857867506,"Humour","2013","Travel",0
"16434","For Crying Out Loud","Jeremy Clarkson","Paperback",4,"9.39",9780141038124,"Humour","2009-05-14","Biography & Autobiography",341
"16435","The Bedwetter","Sarah Silverman","Paperback",3.5,"9.99",9780571251278,"Humour",NA,NA,NA
"16436","Ice Cream & Sadness","Kris Wilson","Paperback",4,"15.84",9780062046222,"Humour","2010-10-05","Humor",0
"16437","The Guilty Feminist","Deborah Frances-White","Paperback",4.5,"8.24",9780349010120,"Humour",NA,NA,NA
"16438","Rules for Modern Life","Sir David Tang","Hardback",3.5,"13.58",9780241258514,"Humour",NA,NA,NA
"16439","Creative Cursing","Jillian Panarese","Hardback",4.5,"8.87",9780762435753,"Humour","2009-02-03","Humor",0
"16440","The Nice and Accurate Good Omens TV Companion","Matt Whyman","Hardback",4.5,"26.28",9781472258298,"Humour","2019-05-21","Good omens (Television program)",320
"16441","Without Feathers","Woody Allen","Paperback",4,"7.01",9780345336972,"Humour",NA,NA,NA
"16442","Deep Dark Fears","Fran Krause","Hardback",4,"12.61",9781607748151,"Humour","2015-09-29","Comics & Graphic Novels",146
"16443","The Big Bento Box of Unuseless Japanese Inventions","Kenji Kawakami","Paperback",4,"15.68",9780393326765,"Humour","2005","Art",316
"16444","Hark! A Vagrant","Kate Beaton","Paperback",4.5,"14.93",9780224094146,"Humour","2011","Comics & Graphic Novels",176
"16445","Calling Doctor Amelia Bedelia","Herman Parish","Paperback",4.5,"5.05",9780060087807,"Humour","2004-09-07","Juvenile Fiction",68
"16446","The Grand Tour Guide to the World","Jeremy Clarkson","Hardback",3.5,"20.24",9780008257859,"Humour",NA,NA,NA
"16447","Man Repeller","Leandra Medine","Hardback",3.5,"20.53",9781455521395,"Humour","2013-09-10","Humor",0
"16448","The True Confessions of Adrian Albert Mole","Sue Townsend","Paperback",3.5,"8.9",9780141046440,"Humour","2012","Fiction",0
"16449","Be the Worst You Can be","Charles Saatchi","Paperback",4,"11.41",9781419703737,"Humour","2012","Advertising agencies",0
"16450","It's Not Rocket Science","Ben Miller","Paperback",4,"8.94",9780751545005,"Humour","2014-04-01","Science",0
"16451","Garbage Pail Kids","The Topps Company","Hardback",4,"16.85",9781419702709,"Humour",NA,NA,NA
"16452","The Complete Yes Prime Minister","Jonathan Lynn","Paperback",4.5,"14.54",9780563207733,"Humour","1989","Fiction",504
"16453","How it Works: The Baby (Ladybird for Grown-Ups)","Jason Hazeley","Hardback",4,"8.14",9780718188634,"Humour",NA,NA,NA
"16454","Priestdaddy","Patricia Lockwood","Paperback",4,"10.23",9780141984599,"Humour",NA,NA,NA
"16455","A Field Guide to the English Clergy","The Revd Fergus Butler-Gallie","Hardback",4,"12.13",9781786074416,"Humour","2018-10-04","Clergy",192
"16456","Swear Word Coloring Book #2","Adult Coloring World","Paperback",4,"11.49",9781523318209,"Humour",NA,NA,NA
"16457","Kill as Few Patients as Possible","Oscar London","Hardback",4,"13.06",9781580089173,"Humour",NA,NA,NA
"16458","The Adventures Of Jimmy Corrigan","Chris Ware","Paperback",4,"19.55",9780375714542,"Humour",NA,NA,NA
"16459","Bookworm","Lucy Mangan","Hardback",4,"16.75",9780224098854,"Humour",NA,NA,NA
"16460","Garfield Fat Cat 3-Pack","Jim Davis","Paperback",4.5,"19.37",9780345491718,"Humour","2009-03-24","Humor, Caricatures and cartoons",0
"16461","The Chapo Guide to Revolution","Chapo Trap House","Hardback",4,"15.43",9781501187285,"Humour","2018-08-21","Humor",0
"16462","Toddlers Are A**holes","Bunmi Laditan","Paperback",4,"7.95",9780761185642,"Humour","2015-04-07","Humor",177
"16463","Soppy : A Love Story","Philippa Rice","Hardback",4.5,"13.33",9781449461065,"Humour",NA,NA,NA
"16464","Vargic's Miscellany of Curious Maps","Martin Vargic","Hardback",4,"33.08",9780718181147,"Humour","2015","Atlases",0
"16465","Doug The Pug","Leslie Mosier","Hardback",4.5,"10.62",9780752266039,"Humour",NA,NA,NA
"16466","Homer's Odyssey","Four Finger Discount","Hardback",4,"14.68",9781780898261,"Humour","2017-10-30","Animated television programs",0
"16467","Strange Planet: The Viral Sensation of the Year","Nathan Pyle","Hardback",5,"13.12",9781472269058,"Humour","2019-11-12",NA,144
"16468","How to be Free","Tom Hodgkinson","Paperback",4,"10.0",9780141022024,"Humour","2007-06-07","Crafts & Hobbies",326
"16469","Vinegar Girl","Anne Tyler","Paperback",3.5,"9.21",9780099589877,"Humour","2017","Drama",0
"16470","My Diarrhe","Miranda Sings","Hardback",4,"16.06",9781471172069,"Humour","2018-07-10",NA,240
"16471","Time to Talk","Michael Healy-Rae","Hardback",4,"14.86",9780717183159,"Humour",NA,NA,NA
"16472","Boomerang","Michael Lewis","Paperback",4,"10.24",9780393343441,"Humour","2012-09-04","Business & Economics",0
"16473","Marabou Stork Nightmares","Irvine Welsh","Paperback",4,"5.3",9780099435112,"Humour","1996","Fiction",290
"16474","Topsy and Tim: Go to the Doctor","Jean Adamson","Paperback",4,"5.46",9781409303343,"Humour","2010","Physicians",0
"16475","My Horizontal Life","Chelsea Handler","Paperback",4,"9.25",9780099493525,"Humour",NA,NA,NA
"16476","Colouring for Grown-ups","Ryan Hunter","Paperback",4,"6.52",9780857501691,"Humour",NA,NA,NA
"16477","Cabin Pressure: A-Z","John Finnemore","CD-Audio",5,"34.1",9781910281994,"Humour",NA,NA,NA
"16478","Awkward Family Pet Photos","Mike Bender","Paperback",3.5,"14.17",9780307888129,"Humour",NA,NA,NA
"16479","The Dilbert Principle","Scott Adams","Paperback",4,"11.62",9780752272207,"Humour",NA,NA,NA
"16480","Fleishman Is in Trouble","Taffy Brodesser-akner","Paperback",4,"9.08",9781472267078,"Humour","2020-04-21","Fiction",352
"16481","Red Herrings and White Elephants","Albert Jack","Paperback",3.5,"7.34",9781844544615,"Humour","2007","English language",0
"16482","Not That Kind of Girl","LENA DUNHAM","Hardback",3.5,"24.48",9780812994995,"Humour","2014-09-30","Biography & Autobiography",0
"16483","Comedy Wildlife Photography Awards","Paul Joynson-Hicks","Hardback",4,"10.08",9781911600534,"Humour","2017-10","Nature",0
"16484","The Freak Brothers Omnibus","Gilbert Shelton","Paperback",4.5,"27.91",9780861661596,"Humour","2008","Cats",0
"16485","My Point . . . And I Do Have One","Ellen DeGeneres","Paperback",3.5,"10.72",9780553384222,"Humour","2007-09-25","Biography & Autobiography",0
"16486","Out of the Ordinary","Jon Ronson","Paperback",3.5,"5.08",9780330448321,"Humour",NA,NA,NA
"16487","Ghostbusters: Proton Pack and Wand","Running Press","Mixed media product",4.5,"7.35",9780762460069,"Humour",NA,NA,NA
"16488","Dog Man 5: Lord of the Fleas PB","Dav Pilkey","Paperback",4,"9.58",9781407192161,"Humour","2019-07",NA,0
"16489","Private Eye Annual 2018","Ian Hislop","Hardback",4.5,"12.08",9781901784664,"Humour","2018",NA,NA
"16490","It's a Magical World: a Calvin & Hobbes Collection","Bill Watterson","Paperback",5,"17.96",9780836221367,"Humour",NA,NA,NA
"16491","Advice to Little Girls","Mark Twain","Hardback",4,"11.45",9781592701292,"Humour","2013","Art",0
"16492","Watermelon","Marian Keyes","Paperback",4,"10.91",9781405934374,"Humour","2018-06-26","Fiction",0
"16493","Peggy and Me","Miranda Hart","Paperback",4,"17.59",9781444769135,"Humour",NA,NA,NA
"16494","Marriage","Boris Starling","Hardback",4,"7.23",9781785211041,"Humour",NA,NA,NA
"16495","What Would the Spice Girls Do?","Lauren Bravo","Hardback",4,"9.92",9781787631304,"Humour",NA,NA,NA
"16496","How Hard Can It Be?","Jeremy Clarkson","Paperback",4,"9.36",9780141048765,"Humour","2010-09-30","Biography & Autobiography",350
"16497","Everything I Need to Know About Christmas I Learned From a Little Golden Book","Diane Muldrow","Hardback",4,"10.75",9780553497359,"Humour","2014-09-09","Religion",97
"16498","The Art of Conversation","Catherine Blyth","Paperback",3,"9.1",9781848541665,"Humour","2009","Conversation",296
"16499","That Time I Got Reincarnated as a Slime, Vol. 4 (light novel)","Fuse","Paperback",4.5,"12.81",9781975301149,"Humour",NA,NA,NA
"16500","Revolution","Russell Brand","Hardback",3.5,"17.44",9781101882917,"Humour","2014-10-14","Humor",324
"16501","Great British Bake Off Colouring Book","Tom Hovey","Paperback",4,"11.66",9781473615625,"Humour","2016-11-15","Games & Activities",0
"16502","The Peter Principle","Dr Laurence J Peter","Paperback",4,"12.43",9780062092069,"Humour","2011-10-25","Business & Economics",0
"16503","Shake","Carli Davidson","Hardback",4.5,"13.12",9780062242648,"Humour","2013-10-22","Pets",0
"16504","Theft by Finding","David Sedaris","Paperback",4,"10.53",9780349119434,"Humour",NA,NA,NA
"16505","Topsy and Tim: Visit London","Jean Adamson","Paperback",4,"5.77",9781409309475,"Humour",NA,NA,NA
"16506","The Little World of Liz Climo: A Magnetic Kit","Liz Climo","Mixed media product",5,"7.03",9780762460854,"Humour","2017-04-04","Humor",0
"16507","Moranthology","Caitlin Moran","Paperback",4,"12.91",9780062258533,"Humour","2012-11-06","Humor",0
"16508","Star Trek: Light-and-Sound Communicator","Chip Carter","Mixed media product",4,"7.33",9780762459339,"Humour","2016-05-24","Antiques & Collectibles",0
"16509","The Break","Marian Keyes","Paperback",4,"10.49",9781405918763,"Humour",NA,NA,NA
"16510","The Unofficial Harry Potter Joke and Riddle Book","R U Kidding","Paperback",3.5,"7.79",9781466397675,"Humour","2011-12-30","Humor",78
"16511","Awesome Egyptians","Terry Deary","Paperback",4,"4.85",9781407178653,"Humour","2017-02-02","Egypt",144
"16512","Calypso","David Sedaris","Hardback",4,"14.64",9781408707845,"Humour","2018-07-05",NA,272
"16513","Attack of the Deranged Mutant Killer Monster Snow Goons","Bill Watterson","Paperback",4.5,"14.24",9780836218831,"Humour","1992","Comics & Graphic Novels",134
"16514","Vicious Vikings","Terry Deary","Paperback",4,"5.37",9781407163864,"Humour","2016-02-04","Great Britain",0
"16515","The Complete Peanuts 1963-1964","Charles M. Schulz","Hardback",4.5,"18.88",9781847678140,"Humour","2010","Humor",0
"16516","I Never Metaphor I Didn't Like","Mardy Grothe","Hardback",4,"11.41",9780061358135,"Humour","2008-08-05","Reference",0
"16517","Subversive Cross Stitch","Julie Jackson","Hardback",4.5,"14.69",9781576877555,"Humour","2015-02-17","Crafts & Hobbies",121
"16518","Zombie Survival Guide Deck","Max Brooks","Game",4,"10.48",9780307406453,"Humour",NA,NA,0
"16519","The Timewaster Letters","Robin Cooper","Paperback",4,"6.86",9781843171690,"Humour","2005-09-22","Humor",0
"16520","Walt Disney Uncle Scrooge and Donald Duck","Don Rosa","Hardback",4.5,"25.77",9781606997420,"Humour",NA,NA,NA
"16521","Super Graphic","Tim Leong","Paperback",4,"15.07",9781452113883,"Humour",NA,NA,NA
"16522","Seriously I'm Kidding","Ellen DeGeneres","Hardback",3.5,"17.43",9780446585026,"Humour","2011-10-04","Biography & Autobiography",256
"16523","The Complete Peanuts 1957-1958","Charles M. Schulz","Hardback",4.5,"19.28",9781847670762,"Humour",NA,NA,NA
"16524","Moomin Book Three","Tove Jansson","Hardback",4.5,"16.0",9781897299555,"Humour",NA,NA,NA
"16525","The Ascent Of Rum Doodle","W. E. Bowman","Paperback",4,"10.1",9780099530381,"Humour","2010","Fiction",0
"16526","A Lovely Love Story","Edward Monkton","Hardback",4.5,"7.53",9780007177875,"Humour","2004","Family & Relationships",36
"16527","The Little Book of Cocktails","Rufus Cavendish","Paperback",3.5,"5.76",9781849535854,"Humour",NA,NA,NA
"16528","The Wicked Wit of Winston Churchill","Dominique Enright","Hardback",4,"9.28",9781854795298,"Humour","2001-08-31","Biography & Autobiography",168
"16529","Calvin And Hobbes Volume 3: In the Shadow of the Night","Bill Watterson","Paperback",4.5,"5.85",9780751505108,"Humour",NA,NA,NA
"16530","Comic Toolbox","John Vorhaus","Paperback",4,"14.06",9781879505216,"Humour",NA,NA,NA
"16531","The Teenager Who Came to Tea","Emlyn Rees","Hardback",4,"6.78",9781472121769,"Humour","2015-11-05","English wit and humor",0
"16532","Walt Disney's Donald Duck: 'the Old Castle's Secret'","Carl Barks","Hardback",4.5,"23.25",9781606996539,"Humour","2013","Humor",0
"16533","Does It Fart?","Dani Rabaiotti","Paperback",4,"9.13",9781787474802,"Humour","2018-05-29","Animal behavior",0
"16534","The Gashlycrumb Tinies","Edward Gorey","Hardback",4,"9.27",9780747541608,"Humour","1998","American wit and humor, Pictorial",64
"16535","The Complete Peanuts 1965-1966","Charles M. Schulz","Hardback",4.5,"21.19",9781847678157,"Humour","2010","Humor",0
"16536","Mr. Grumpy Nails Fatherhood","Liz Bankes","Hardback",3.5,"5.77",9781405291910,"Humour",NA,NA,NA
"16537","The Funniest Thing You Never Said","Rosemarie Jarski","Paperback",4,"15.74",9780091897666,"Humour",NA,NA,NA
"16538","Calvin and Hobbes Lazy Sunday","Bill Watterson","Paperback",4.5,"10.94",9780836218527,"Humour",NA,NA,NA
"16539","Me Without You","Lisa Swerling","Hardback",4,"9.4",9781452102986,"Humour","2011-10-19","Family & Relationships",96
"16540","The World Cup Of Everything","Richard Osman","Hardback",4,"14.24",9781473667266,"Humour",NA,NA,NA
"16541","Understand Rap:Explanations of Confusing Rap Lyrics You and Your","William Buckholz","Paperback",3.5,"8.08",9780810989214,"Humour","2011-01-26","Humor",0
"16542","How to Speak Emoji","Fred Benenson","Hardback",3.5,"11.21",9781785032028,"Humour","2015-09-24",NA,128
"16543","The Complete Peanuts 1955-1956","Charles M. Schulz","Hardback",4.5,"19.09",9781847670755,"Humour",NA,NA,NA
"16544","Jokes Every Man Should Know","Don Steinberg","Hardback",3.5,"7.87",9781594742286,"Humour","2008-02-01","Humor",148
"16545","Barrel Fever","David Sedaris","Paperback",4,"8.27",9780349119762,"Humour",NA,NA,NA
"16546","Heidegger And A Hippo Walk Through Those Pearly Gates","Thomas Cathcart","Paperback",3.5,"12.69",9780143118251,"Humour","2010-10-26","Humor",257
"16547","The Dirk Gently Omnibus","Douglas Adams","Hardback",4,"21.76",9780434009190,"Humour","2001","Fiction",518
"16548","And Another Thing","Jeremy Clarkson","Paperback",4,"9.35",9780141028606,"Humour","2007-10-04","Biography & Autobiography",350
"16549","Loading Penguin Hugs","Jacqueline Chen","Hardback",4.5,"7.86",9781449494582,"Humour","2018","Humor",0
"16550","Thirty Thousand Bottles of Wine and a Pig Called Helga","Todd Alexander","Paperback",4,"24.95",9781925791334,"Humour","2019-03","Bed and breakfast accommodations",320
"16551","Walt Disney's Donald Duck","Carl Barks","Hardback",4,"21.95",9781683961239,"Humour","2018","Comics & Graphic Novels",0
"16552","I Think I Am In Friend-Love With You","Yumi Sakugawa","Hardback",4,"12.37",9781440573026,"Humour","2013-12-06","Humor",128
"16553","The Worrier's Guide to Life","Gemma Correll","Paperback",3.5,"8.68",9781449466008,"Humour","2015","Anxiety",0
"16554","Cats Galore","Susan Herbert","Hardback",4.5,"19.22",9780500239360,"Humour","2015-09-25","Humor",0
"16555","In the Shadow of No Towers","Art Spiegelman","Hardback",3.5,"33.7",9780375423079,"Humour","2004-09-07","Fiction",0
"16556","The Hitch Hiker's Guide To The Galaxy","Douglas Adams","Hardback",4.5,"24.04",9780434003488,"Humour","1995","Fiction",792
"16557","Black Coffee Blues","Henry Rollins","Paperback",4,"12.34",9780753510353,"Humour",NA,NA,NA
"16558","Knitting Rules!","Stephanie Pearl-McPhee","Paperback",4,"13.1",9781580178341,"Humour",NA,NA,NA
"16559","Garfield Fat Cat 3-Pack #7","Jim Davis","Paperback",4.5,"19.35",9780345525888,"Humour","2012-04-24","Humor",0
"16560","Insults Every Man Should Know","Nick Mamatas","Hardback",3.5,"7.89",9781594745249,"Humour","2011-11-01","Humor",148
"16561","Anybody Out There","Marian Keyes","Paperback",4,"11.16",9780241958469,"Humour","2017-06-27","Fiction",0
"16562","Goalless Draws","David Squires","Paperback",4.5,"13.73",9781783351626,"Humour","2018-11","Soccer",0
"16563","Bossypants","Tina Fey","Paperback",4,"13.44",9780316056878,"Humour","2012-01-03","Humor",0
"16564","Zen Pencils-Volume Two","Gavin Aung Than","Paperback",4.5,"11.62",9781449471927,"Humour",NA,NA,NA
"16565","Rat Queens Volume 5: The Colossal Magic Nothing","Kurtis J. Wiebe","Paperback",3.5,"13.57",9781534306776,"Humour","2018","Comic books, strips, etc, Fantasy comic books, strips, etc",0
"16566","Moranifesto","Caitlin Moran","Paperback",4,"10.12",9780091949068,"Humour","2017",NA,0
"16567","The Essential Calvin And Hobbes","Bill Watterson","Paperback",4.5,"15.12",9780751512748,"Humour","1995","American wit and humor, Pictorial",254
"16568","The Fry Chronicles","Stephen Fry","CD-Audio",4,"16.64",9780141041582,"Humour",NA,NA,NA
"16569","Billy Connolly's Route 66","Billy Connolly","Paperback",4,"8.94",9780751547092,"Humour","2012-09-11","Travel",0
"16570","Snoopy & Woodstock: Best Friends","Charles Schulz","Mixed media product",4.5,"7.34",9780762438143,"Humour","2010-02-23","Humor",0
"16571","The Idle Parent","Tom Hodgkinson","Paperback",3.5,"8.97",9780141030357,"Humour",NA,NA,NA
"16572","We Learn Nothing","Tim Kreider","Paperback",4,"13.33",9781439198711,"Humour",NA,NA,NA
"16573","William Shakespeare's The Phantom of Menace","Ian Doescher","Hardback",4,"11.98",9781594748066,"Humour",NA,NA,NA
"16574","Adrian Mole: The Wilderness Years","Sue Townsend","Paperback",4,"9.36",9780141046457,"Humour",NA,NA,NA
"16575","Lingo","Gaston Dorren","Paperback",4,"9.4",9781781254172,"Humour","2015","Language and culture",0
"16576","Kama Pootra","Daniel Cole Young","Hardback",4,"6.46",9781402237140,"Humour",NA,NA,NA
"16577","Where the Wild Things Are: Max Plush Toy and Sticker Book","Running Press","Paperback",0,"5.28",9780762461554,"Humour",NA,NA,NA
"16578","Blame it on Bianca Del Rio","Bianca Del Rio","Paperback",3.5,"18.31",9780753553206,"Humour",NA,NA,NA
"16579","Cheaper by the Dozen","Frank B. Gilbreth","Paperback",4,"12.25",9780060084608,"Humour","2002","Biography & Autobiography",228
"16580","Managing Humans","Michael Lopp","Paperback",4,"25.74",9781484221570,"Humour",NA,NA,NA
"16581","I Never Said I Loved You","Rhik Samadder","Hardback",4.5,"13.79",9781472250698,"Humour",NA,NA,NA
"16582","Lucky Luke: Oklahoma Land Rush v. 20","Goscinny","Paperback",3.5,"7.55",9781849180085,"Humour",NA,NA,NA
"16583","What Matters Most is How Well You","Charles Bukowski","Paperback",4,"10.95",9781574231052,"Humour",NA,NA,NA
"16584","How Not To Be a Boy","Robert Webb","Paperback",4,"15.53",9781786890092,"Humour","2017-08",NA,304
"16585","A Guinea Pig Pride & Prejudice","Jane Austen","Hardback",4.5,"8.18",9781408865514,"Humour",NA,NA,NA
"16586","Thing Explainer","Randall Munroe","Hardback",4,"18.46",9780544668256,"Humour",NA,NA,NA
"16587","Lucky Luke: The Daltons' Stash Vol. 58","Morris","Paperback",3.5,"7.52",9781849182980,"Humour",NA,NA,NA
"16588","The Unexpected Truth About Animals","Lucy Cooke","Paperback",4.5,"10.86",9781784161903,"Humour",NA,NA,NA
"16589","Moranthology","Caitlin Moran","Paperback",4,"10.63",9780091940898,"Humour","2013-05-02","Biography & Autobiography",370
"16590","Failed it!","Erik Kessels","Paperback",3.5,"7.62",9780714871196,"Humour",NA,NA,NA
"16591","LEGO DC Superheroes: Phonics Box Set 2","Quinlan B. Lee","Paperback",3.5,"9.77",9781407180601,"Humour","2017-07-06",NA,24
"16592","The Quotable Oscar Wilde","Oscar Wilde","Hardback",4,"5.33",9780762449828,"Humour","2013-03-26","Humor",208
"16593","Doctor Who: Light-Up Weeping Angel and Illustrated Book","Richard Dinnick","Mixed media product",5,"7.69",9780762454617,"Humour",NA,NA,NA
"16594","Baking Bad","Walter Wheat","Hardback",3.5,"10.55",9781409157564,"Humour",NA,NA,NA
"16595","Paperbacks From Hell","Grady Hendrix","Paperback",4.5,"20.16",9781594749810,"Humour",NA,NA,NA
"16596","Lucky Luke: 51","Bob de Groot","Paperback",3.5,"7.55",9781849182416,"Humour","2015-02-01",NA,48
"16597","Adrian Mole: The Prostrate Years","Sue Townsend","Paperback",4,"10.29",9780241959497,"Humour",NA,NA,NA
